source,target,value,count
AGG_Small_Holders_<100,12XQctYQRUmwtDiKAMEAGFanTQ8viDDLJJgRDhAMCMVTkbqF,5313144.632092893,1
15j4dg5GzsL1bw2U2AWgeyAk6QTxq43V7ZPbXdAmbVLjvDCK,166JJ1tU9JsjsjvKQ6shhvv54L46BDJq2G6HXmauzwu4AvJh,5300000.0,1
AGG_Reaped_Accounts,14S5NR4vqhK1rsX2XNXit716zkq2s8gtk9AKMFU9Y4AL9Pw4,5226560.388472974,20
11YYjhjmjwn3csohNDLHa9Kr38nY8kd736a7TkPVagXoRus,12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,5223035.561317259,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,11qwFoxRkCa7WAjAY86Kx8WHJTT2x72ToQuFr3zHxtrUnuY,5215904.576158428,1
15va2oWSpgvnF76H85dCGy8tSc8Ag6YddZ3fWHod9czq1Evw,15tkQXN8hj28sucMHYcGfMvyxWJqHtcVEDvj5jrNJ1TWSJyX,5200000.0,1
1exaAg2VJRQbyUBAeXcktChCAqjVP9TUxF3zo23R2T6EGdE,1urK7po3hNyt9FWSbUrMspUGkWw69ChF1KDkcs4Do3F3HoV,5166951.2,1
AGG_Small_Holders_<100,13aUbVbnthMvYuSLUbfK6eTQWaDWLriRrP89ExD17Ep19BkK,5152972.745167,5
15H2G13XawYeBH8S2CnBStoYtPC3uApkcnBLEBorEPbywZoC,14Kazg6SFiUCH7FNhvBhvr4WNfAXVtKKKhtBQ1pvXzF1dQhv,5094173.0,1
121H8X5fK3ovF4PdyYfXpgE3BtN5VHRdYSALpznMPCP9YMq5,155mMVAyA3fx7mXRCMWyrXgkqDnYBdmqzXPf3oL55Gd97Nkf,5081000.0,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,13xWXi6PWfgAtdUr1AYRMMEeYbgXn8dDNSZACKfyWsRguEGZ,5075278.9,1
12imiRFgMGpPPVRiXLhQixuk1jMeTrQbzSJcZ4Bj7a3idmWT,1c7yPScuGhDRR6AePA74Aft7Ryt7PWnz9xH41LBXUZhuz3Y,5056744.877168164,1
16hp43x8DUZtU8L3cJy9Z8JMwTzuu8ZZRWqDZnpMhp464oEd,14S5NR4vqhK1rsX2XNXit716zkq2s8gtk9AKMFU9Y4AL9Pw4,5025463.829,1
13UVJyLnbVp9RBZYFwFGyDvVd1y27Tt8tkntv6Q7JVPhFsTB,13YMK2efcJncYrXsaJCvHbaaDt3vfubdn75r4hdVxcggU4n2,5000000.0,1
14NSRugu2B7XPwcyPTFsDsBodZb72NgrhMih6ith8dSSGmfc,14xEfVDASe2FYodUoNoXaksxyvnjxudjjQXkbXWgG5fVaxi8,5000000.0,1
12imiRFgMGpPPVRiXLhQixuk1jMeTrQbzSJcZ4Bj7a3idmWT,12WLDL2AXoH3MHr1xj8K4m9rCcRKSWKTUz8A4mX3ah5khJBn,5000000.0,1
16GMHo9HZv8CcJy4WLoMaU9qusgzx2wxKDLbXStEBvt5274B,14Dj6kpNSx3r5ngoun68pmUC84uSAx12KPtHLzgyJ3XWn4xv,5000000.0,1
16GMHo9HZv8CcJy4WLoMaU9qusgzx2wxKDLbXStEBvt5274B,15GMRb6AY1VRCsjcQRTpgedRrynrY9DFD882ZHsTQfLaFbNA,5000000.0,1
15j4dg5GzsL1bw2U2AWgeyAk6QTxq43V7ZPbXdAmbVLjvDCK,121H8X5fK3ovF4PdyYfXpgE3BtN5VHRdYSALpznMPCP9YMq5,5000000.0,1
15j4dg5GzsL1bw2U2AWgeyAk6QTxq43V7ZPbXdAmbVLjvDCK,1qHqjCU6T6LgewQzhoiGJQgnxuf67ssjmFkws4FZEo5ouod,5000000.0,1
15j4dg5GzsL1bw2U2AWgeyAk6QTxq43V7ZPbXdAmbVLjvDCK,13QrZfUHZMDByjFx4qJ4xNuS8Cgc81TzMbx8eMtyfEmWmMCP,5000000.0,1
15j4dg5GzsL1bw2U2AWgeyAk6QTxq43V7ZPbXdAmbVLjvDCK,16iNp8A8EU6naBzvDmJR2i4hgP5EQnZHeGQ6omKeK9C4NTkp,5000000.0,1
15j4dg5GzsL1bw2U2AWgeyAk6QTxq43V7ZPbXdAmbVLjvDCK,13NRQGknuzoDWWTu7dmAnN4Ehc4roFRMHoSDprKqkNNHdDnF,5000000.0,1
15j4dg5GzsL1bw2U2AWgeyAk6QTxq43V7ZPbXdAmbVLjvDCK,12yi4uHFbnSUryffXT7Xq92fbGC3iXvCs3vz9HjVgpb4sBvL,5000000.0,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,146NJqYe7w9ug2UDwtLEBQgGbbTBVpyMHyJPB9tJFXgHCJV3,4990299.395688399,1
15j4dg5GzsL1bw2U2AWgeyAk6QTxq43V7ZPbXdAmbVLjvDCK,13fbwXLxHhueoBP3dStumroAVVDBw88nU5MfMSivPCPBKJ6M,4988000.0,1
13b6hRRYPHTxFzs9prvL2YGHQepvd4YhdDb9Tc7khySp3hMN,13YMK2efcJncYrXsaJCvHbaaDt3vfubdn75r4hdVxcggU4n2,4986688.339122622,1
1qHqjCU6T6LgewQzhoiGJQgnxuf67ssjmFkws4FZEo5ouod,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,4966694.054197477,1
15j4dg5GzsL1bw2U2AWgeyAk6QTxq43V7ZPbXdAmbVLjvDCK,13yk62yQYctYsRPXDFvC5WzBtanAsHDasenooLAxKvf5bNkK,4900000.0,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,13E7LXW3NGYAJGKugiEitKZ4XjR4MXBs4ZhE1bkwBAaAoBCn,4875800.755178209,1
AGG_Reaped_Accounts,1344zprT7A4VFrQ46GJycLrjhBoYjf1RcsjbRLmk5DtsYshV,4852948.529573071,22
AGG_Small_Holders_<100,14cbcSXoKgKMMLuXTewgvHDRw4oaBqQkPm6Q98s1U5QKQCPn,4833985.901446585,102
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,12Km2xTv4i8rb74iTBXH55UvxTyri7zYQ1CUD9Zrqj27H8dQ,4800002.054726179,1
15j4dg5GzsL1bw2U2AWgeyAk6QTxq43V7ZPbXdAmbVLjvDCK,14NSRugu2B7XPwcyPTFsDsBodZb72NgrhMih6ith8dSSGmfc,4800000.0,1
12P4Y3hV6r2D7A7saeC9JVfjVpxA757AeDJrGT7u9T6t6KwR,14MwMnvX6LkSQke7vszkZEu3YhUamfPJaTFGmZ4vSSRo1oDi,4751475.9,1
15Qt9buAVjVUnHw6dAY5wn4ha8ex6Y6z9TzXirFR7cwt59Ci,15KVfAvMFs8kad3gSM2ZyPv9fcJzarZWX4XFRKTLGaEzUKgr,4732924.024982796,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,12eKW7NcXbFvMCbfoYUJQqXbipNfCMcRcaK1TszN2XPbrn1o,4699867.659999996,1
1exaAg2VJRQbyUBAeXcktChCAqjVP9TUxF3zo23R2T6EGdE,13gcAzhSECjPWj6wr9PsgDVU5XcpYLcVi5mF66iSWB9Cy9Gb,4686708.221299997,1
16UvKYsqojoivDsNXH3d5G48oXMfo1asxA4NtF2GxhoBjZHz,15yXD7x2Cy8uVuTdtujRjAtjdi2FHZc6wUyFrjCNqYiBjPUQ,4680789.97,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,16ZL8yLyXv3V3L3z9ofR1ovFLziyXaN1DPq4yffMAZ9czzBD,4615331.069,1
AGG_Small_Holders_<100,13YMK2eeopZtUNpeHnJ1Ws2HqMQG6Ts9PGCZYGyFbSYoZfcm,4567606.488418575,1397
1qAZjWj7VDnyWmkYsiqhfEE1y6oLcLruVjgFBvaF2tBsXcc,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,4512240.635421041,1
14w8sJutEDfbsPoNvt1ZjsXE1nz8bhbY527aPyw3EEnNCHrT,AGG_Reaped_Accounts,4477732.219594855,7
14w8sJutEDfbsPoNvt1ZjsXE1nz8bhbY527aPyw3EEnNCHrT,121GWuaDU8meBfLfbibz8zsDpYZkffdbMaxraWTtKE7s2Fjy,4472626.0,1
1LJxBiPJUKctRdns6252z1CUvDQsM2XE8FRrkKKS1aW31pp,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,4434995.947099959,1
AGG_Small_Holders_<100,13oSJ635GZos8UYrrcwXtp3XWC1G3XHrPvN6skMLdxzUr4sr,4423533.053,3
AGG_Small_Holders_<100,13sWwbe5kdHSEdmboCdeeXnk532i7HN67evcN1pPKM5BnFTR,4418002.317,2
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,1urK7po3hNyt9FWSbUrMspUGkWw69ChF1KDkcs4Do3F3HoV,4412780.96,1
AGG_Small_Holders_<100,1344zprT7A4VFrQ46GJycLrjhBoYjf1RcsjbRLmk5DtsYshV,4406207.99865183,2
15yXD7x2Cy8uVuTdtujRjAtjdi2FHZc6wUyFrjCNqYiBjPUQ,15mUrBbYxyMxLEVzmQT1WzChqrtDbLsZ1KzAPx1LxMPxTzS7,4380065.949999999,1
16fvzCrPvogZwaNjyu7DLLVF2s1zoMSf2dkyY4fyCFakaLWH,12nr7GiDrYHzAYT9L8HdeXnMfWcBuYfAXpgfzf3upujeCciz,4343542.47878735,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,14w8sJutEDfbsPoNvt1ZjsXE1nz8bhbY527aPyw3EEnNCHrT,4310862.871317109,1
135vxjvFFv447NJRVDxuoTBpeQaWeM3dhk5aFUs6vBQmEoCQ,1eBgkWgZZhD2BKmQAHCPo8jvZ6niHMcCV7wNjh8r6QbvosZ,4283621.222619998,1
13grHMuFCMoUprmxZFXcC3FWZ7n5DfAiMsFeULmZf5ttB7Yt,135vxjvFFv447NJRVDxuoTBpeQaWeM3dhk5aFUs6vBQmEoCQ,4283597.24,1
163egH5dubAAwbYQQ6wH3jhe8J5YV3wAiEExAvu67BAXmxyx,14MwMnvX6LkSQke7vszkZEu3YhUamfPJaTFGmZ4vSSRo1oDi,4231002.75,1
16hp43x8DUZtU8L3cJy9Z8JMwTzuu8ZZRWqDZnpMhp464oEd,AGG_Binance_Users,4214938.212550319,1010
1n4ufDK4XVpFdoejYrmVoQzadxU7pArCUR6eah2JRhfca65,15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,4204527.556727328,1
15kUt2i86LHRWCkE3D9Bg1HZAoc2smhn1fwPzDERTb1BXAkX,1urK7po3hNyt9FWSbUrMspUGkWw69ChF1KDkcs4Do3F3HoV,4182246.0,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,15rBfQ8W9E6eFuzEf42fYNYqGwYw3gyzez2svt581ieWTc2p,4182101.4848621585,1
13akDVCVrrZcc7beK7ArvE1D4tLrR3gwTS7wLPfg7RnE9rrH,12bum5YrWRS3hHGoGDoYG2PR5UAPHPr5Tq1aWn6bstB1g52C,4180517.6486026,1
12eM9u6jaf81W83AGvihWKBCs7pKbbHXhvWx9p9muQa3BsPS,1urK7po3hNyt9FWSbUrMspUGkWw69ChF1KDkcs4Do3F3HoV,4175517.0,1
1exaAg2VJRQbyUBAeXcktChCAqjVP9TUxF3zo23R2T6EGdE,1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,4148530.208779823,1
163egH5dubAAwbYQQ6wH3jhe8J5YV3wAiEExAvu67BAXmxyx,14S5NR4vqhK1rsX2XNXit716zkq2s8gtk9AKMFU9Y4AL9Pw4,4116850.32,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,AGG_Small_Holders_<100,4109291.579034533,1064
16cfqPbPeCb3EBodv7Ma7CadZj4TWHegjiHJ8m3dVdGgKJk1,1mndd9E8kssCxXDacCbKw3iwFQwdABiFrE8fVRKS5SeS4E4,4099815.0,1
16VgDcxo4kAz223hqxpRRCjMQDur1HxkYjiUSX59GnrxMMy5,15H2G13XawYeBH8S2CnBStoYtPC3uApkcnBLEBorEPbywZoC,4094152.4211201384,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,1F1ntmAYdB5CV24n1QyND5ugmNwfdq4hzbQYjXg23QUhigS,4047422.22,1
15QPhmzivf7aQ2zPgwFxkMsnVH4hEbCL4b4y21mXspiqYucj,16AGX9MvKjnraLWeJPTFA5YGwRPbDTuigcq86eAmu99tYAyH,4037802.10661582,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,12fZhWU1i1Ti44DpfY93Z4A4yYvHNfr8qZ4rGxE72hoQCYt1,4015093.043482808,1
15G8FGwh2bk2XSAUjKJSZuHT1rdsbxLNr9CwED4mp6aZnZ8F,156U1ffF2ZSR5sBpYNUxvXu3rprh4x4of3WdYuBcReD87qcc,4010628.67702678,1
13b6hRRYPHTxFzs9prvL2YGHQepvd4YhdDb9Tc7khySp3hMN,13eChT8UUGzczkEdn1g6Kfri91WCh3YTbEonVLX5q2wzCpHn,4003447.503269016,1
14xEfVDASe2FYodUoNoXaksxyvnjxudjjQXkbXWgG5fVaxi8,18GSww8t2iZdejY4nLAJX7q7AcS52VzsjziHXUNPezrsFwu,4001960.5305469953,1
12yi4uHFbnSUryffXT7Xq92fbGC3iXvCs3vz9HjVgpb4sBvL,12doX7LcLF2intL83pdrhXigPCm5YprZj8Z8oW8Fya7gvAnc,4000010.0,1
13wzrHJ8cXBn5Cg9xKjXJxjg6JgRm8ogkURowTon6YA9AgoL,121H8X5fK3ovF4PdyYfXpgE3BtN5VHRdYSALpznMPCP9YMq5,4000000.0,1
121H8X5fK3ovF4PdyYfXpgE3BtN5VHRdYSALpznMPCP9YMq5,18GSww8t2iZdejY4nLAJX7q7AcS52VzsjziHXUNPezrsFwu,3997791.0993038607,1
AGG_Small_Holders_<100,16UvKYsqojoivDsNXH3d5G48oXMfo1asxA4NtF2GxhoBjZHz,3985530.0592477433,101
12VwxoKBY9mbUg78hEnbysBqqntX1yUvYsVhJ217Y1NYjsoJ,1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,3982972.325679456,1
1mndd9E8kssCxXDacCbKw3iwFQwdABiFrE8fVRKS5SeS4E4,15j4dg5GzsL1bw2U2AWgeyAk6QTxq43V7ZPbXdAmbVLjvDCK,3929623.0,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,13Th6PcjJ468fy2cQeVDDdHE6ycJ3sFQ5S9wHiQRDkCKR6Tz,3909106.38,1
154SFHxd967LP7cdHTVAgVe1RfkSYZBKXeEoTfhhDAiG7zv2,AGG_Reaped_Accounts,3807908.2011,3
12ifJuivp9Z148nDTAsY42NSzBtt3JrFbKosbwmNjp4DLzLM,13grHMuFCMoUprmxZFXcC3FWZ7n5DfAiMsFeULmZf5ttB7Yt,3805984.0,1
1iDisZi57xBwKKshhnbWw5VcZEqNWk9dT2GURShCXk5NxaD,1JVrK16XZm9vyZjHoYVPjtZ35LvTQ4oyufMoUFTFpAUhath,3760118.3516534967,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,15cha3PespJPV8hhNxN75moq8veFZm72S7H7CohbaqB81Emi,3755979.1117727496,1
12nr7GiDrYHzAYT9L8HdeXnMfWcBuYfAXpgfzf3upujeCciz,12BFQrjL4DRsgMBNajEiwtAeKnnneXr8wUKi31DVjSXnQm56,3755961.2199999983,1
12eM9u6jaf81W83AGvihWKBCs7pKbbHXhvWx9p9muQa3BsPS,1fPRPdZtoBDaN1ZJ9c6XmhHKnSTD51Cpc8dgiBuCmxGLTET,3748362.0,1
12LdngMrL3xmSSj6bCpAqprZBWWkHBfYdv47RxWMPZtWzuwK,15H2G13XawYeBH8S2CnBStoYtPC3uApkcnBLEBorEPbywZoC,3718908.750276549,1
14Qhte1BxSFLCm7KyGivNtRNCoBbqmWv6g22weqHqr7zxH9Y,14Vaks6esicg9ULNa1VceQuRWCWLMKVuvYrLoUnucFXpQL63,3718285.8970400174,1
AGG_Small_Holders_<100,15u2N1pqWr56teREjQTP5M3tk1SPQjEoUAV6jFfcQCoVy3S5,3711818.3467099075,58
AGG_Reaped_Accounts,AGG_Small_Holders_<100,3711469.710893866,2135
14MwMnvX6LkSQke7vszkZEu3YhUamfPJaTFGmZ4vSSRo1oDi,AGG_Small_Holders_<100,3686109.61609,10
13FzGLWoueKvUqFePiJgvFYWhH5KckHGtVBXvAX7SBtVZbXu,14F3FvHKujrQSQiUWNmhp3GqcB8py8LmuJHMTcAwK3mDc7Wn,3685322.52,1
13SkL2uACPqBzpKBh3d2n5msYNFB2QapA5vEDeKeLjG2LS3Y,12ifJuivp9Z148nDTAsY42NSzBtt3JrFbKosbwmNjp4DLzLM,3631299.105,1
133SDz9BYXmVzbo7DXtXzhbUDsHLf2pY76U29m93Htm2mE8x,15KVfAvMFs8kad3gSM2ZyPv9fcJzarZWX4XFRKTLGaEzUKgr,3630003.016103,1
12BFQrjL4DRsgMBNajEiwtAeKnnneXr8wUKi31DVjSXnQm56,144HGaYrSdK3543bi26vT6Rd8Bg7pLPMipJNr2WLc3NuHgD2,3609737.244520652,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,14dNJ93NVq22sm2qDepzVjnGQjQKHWR4iimu5rVrZmf9UeGq,3604833.9541609967,1
15yXD7x2Cy8uVuTdtujRjAtjdi2FHZc6wUyFrjCNqYiBjPUQ,16UvKYsqojoivDsNXH3d5G48oXMfo1asxA4NtF2GxhoBjZHz,3576764.0,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,13akDVCVrrZcc7beK7ArvE1D4tLrR3gwTS7wLPfg7RnE9rrH,3571378.327674718,1
1exaAg2VJRQbyUBAeXcktChCAqjVP9TUxF3zo23R2T6EGdE,1743nDTMZisPgBCYSAgkUn1kVG7MePc9rvMEjoRNf4ipVkF,3503103.0,1
16hp43x8DUZtU8L3cJy9Z8JMwTzuu8ZZRWqDZnpMhp464oEd,11qwFoxRkCa7WAjAY86Kx8WHJTT2x72ToQuFr3zHxtrUnuY,3501529.1989999954,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,1fPRPdZtoBDaN1ZJ9c6XmhHKnSTD51Cpc8dgiBuCmxGLTET,3481871.5,1
12xtAYsRUrmbniiWQqJtECiBQrMn8AypQcXhnQAc6RB6XkLW,16T3x9YggqH4NYjFYzkGugcVChu1PHKhuwkggBZZPsnvfEJh,3412339.374334373,1
1ZZ5ZX526NeQBnHrJqFnR8DJPNZwkKXpY3cuFC5gkHqR1yP,1JVrK16XZm9vyZjHoYVPjtZ35LvTQ4oyufMoUFTFpAUhath,3401130.5520666474,1
12BFQrjL4DRsgMBNajEiwtAeKnnneXr8wUKi31DVjSXnQm56,16HNPJqej7ECnB4xQWEk1jAgjpsC65pRjAEXoznmQFxxL8cj,3385697.7206899007,1
AGG_Small_Holders_<100,AGG_Medium_Holders_100-10K,3348416.4336968004,708
13czQ7iKA54LhYMdoGTq8zkNW8mDzYJYSM7yDJwvHtLGqsPJ,12ZMM3vPtEwqmNgzjLqELYYeCvoP1cpf3yn2qwD9J8K1Q4pn,3321946.0,1
1eBgkWgZZhD2BKmQAHCPo8jvZ6niHMcCV7wNjh8r6QbvosZ,12xKCGbw56Bq8V4tdHT7QUabaWeUh8d935t81mPkjrWPi3ff,3297875.131711452,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,13ipEULfPDWJWPb15DDw7j7pJfLNsmrdaDzLsJA1vCqixe9V,3294577.1,1
13UVJyLnbVp9RBZYFwFGyDvVd1y27Tt8tkntv6Q7JVPhFsTB,AGG_Medium_Holders_100-10K,3217422.378185882,173
14w8sJutEDfbsPoNvt1ZjsXE1nz8bhbY527aPyw3EEnNCHrT,14S5NR4vqhK1rsX2XNXit716zkq2s8gtk9AKMFU9Y4AL9Pw4,3214319.1170462165,1
AGG_Medium_Holders_100-10K,AGG_Reaped_Accounts,3210453.7873396454,3496
15mUrBbYxyMxLEVzmQT1WzChqrtDbLsZ1KzAPx1LxMPxTzS7,15yXD7x2Cy8uVuTdtujRjAtjdi2FHZc6wUyFrjCNqYiBjPUQ,3209945.55,1
15Uw1N4vcvJCv5PHjhcsTfHgD1fCnwGhheqekBXzJnT4bZqX,12xKCGbw56Bq8V4tdHT7QUabaWeUh8d935t81mPkjrWPi3ff,3190128.532725684,1
12BFQrjL4DRsgMBNajEiwtAeKnnneXr8wUKi31DVjSXnQm56,157PD8GV7pJNMwN2zCEuchRyPCMeRoVtwzNdry4XjedkB2KR,3169147.0137718334,1
1qnJN7FViy3HZaxZK9tGAA71zxHSBeUweirKqCaox4t8GT7,14NuZiQijPAKYLUbNgSzuepfmHCYEWyxwMBKiCmz8eKd5Biq,3144167.5899999957,1
AGG_Small_Holders_<100,15QPhmzivf7aQ2zPgwFxkMsnVH4hEbCL4b4y21mXspiqYucj,3106434.459607232,8
12BFQrjL4DRsgMBNajEiwtAeKnnneXr8wUKi31DVjSXnQm56,129fZmvLJcVXJa36p9jmvJWgEFpfvgJXNVDB91fB6FcbTEwb,3099342.7517166394,1
15z5mXwAtzKHhZgYVmQ37PzxwT2WkDB8Zhy5afCRaDzrqo9V,134a6Qj1XnkoVNy6qr9rHCT5RhKAxbFnFWiGL6NHRacdNpzj,3090412.309228974,1
AGG_Small_Holders_<100,AGG_Existential_Deposits,3054483.2790076844,253
12ML2Lh6JAiFoX87De5yqXfjfzEv4DKtuK75teMJCLHLcQpH,AGG_Small_Holders_<100,3049844.732178707,27
12nr7GiDrYHzAYT9L8HdeXnMfWcBuYfAXpgfzf3upujeCciz,AGG_Reaped_Accounts,3031164.282620791,410
12TqekMqfYCvkiQqVGBPZCo3H6SdTCQNLxEoBmGJmDHy1tZx,133SDz9BYXmVzbo7DXtXzhbUDsHLf2pY76U29m93Htm2mE8x,3021160.884932863,1
15j4dg5GzsL1bw2U2AWgeyAk6QTxq43V7ZPbXdAmbVLjvDCK,1GVe7pAK2Pc4TVGuPBYbEU82VmaiQhKjFTzECpX7GGXgzBB,3020000.0,1
1c7yPScuGhDRR6AePA74Aft7Ryt7PWnz9xH41LBXUZhuz3Y,13FzGLWoueKvUqFePiJgvFYWhH5KckHGtVBXvAX7SBtVZbXu,3000035.5637,1
16DGiP6jDwAfkAeqGfkUCtheKgUzTy7UeaiFFBAv8BwX3RhN,15G8FGwh2bk2XSAUjKJSZuHT1rdsbxLNr9CwED4mp6aZnZ8F,3000000.0,1
13YMK2efcJncYrXsaJCvHbaaDt3vfubdn75r4hdVxcggU4n2,13UVJyLnbVp9RBZYFwFGyDvVd1y27Tt8tkntv6Q7JVPhFsTB,3000000.0,1
1c7yPScuGhDRR6AePA74Aft7Ryt7PWnz9xH41LBXUZhuz3Y,1GVe7pAK2Pc4TVGuPBYbEU82VmaiQhKjFTzECpX7GGXgzBB,3000000.0,1
12eM9u6jaf81W83AGvihWKBCs7pKbbHXhvWx9p9muQa3BsPS,1F1ntmAYdB5CV24n1QyND5ugmNwfdq4hzbQYjXg23QUhigS,2997264.0,1
1exaAg2VJRQbyUBAeXcktChCAqjVP9TUxF3zo23R2T6EGdE,14dNJ93NVq22sm2qDepzVjnGQjQKHWR4iimu5rVrZmf9UeGq,2996493.939999996,1
13fy3Cniu6kCa37g9LjRqjZ99U6eEoqjH5NAZ9WXoiEhZEP,AGG_Small_Holders_<100,2984001.96,6
1exaAg2VJRQbyUBAeXcktChCAqjVP9TUxF3zo23R2T6EGdE,11qwFoxRkCa7WAjAY86Kx8WHJTT2x72ToQuFr3zHxtrUnuY,2976402.698499784,1
14Qdqz1N7MpD1bVKrMpyX4M5ZtD8VrsoKCJrAPJMZosy4jNd,12C966ThimEBoc2cSKiAw9izLoDoheim2CbZAAhmiyptTt86,2968981.0,1
157bTHXkBuifcKggYTkvXtDRe1hjX3w8R9ovMmzK39ExA8d5,12ZMM3vPtEwqmNgzjLqELYYeCvoP1cpf3yn2qwD9J8K1Q4pn,2906051.001,1
15JModXRvp7aLi2suMK3SBnFyb15n17nG4HS3fKP6N1wCjb7,14ni4zwjUrdFKfQp2j5mwrjcQmr8moCzWBJFAyJqbn2TUf18,2892524.8810118716,1
12T1tgaYZzEkFpnPvyqttmPRJxbGbR4uDx49cvZR5SRF8QDu,13gcAzhSECjPWj6wr9PsgDVU5XcpYLcVi5mF66iSWB9Cy9Gb,2891338.234599996,1
12oNrLa1t8eGDZSMAVWfhfPkSAVrJrdKFQN9szn8xGVLC2fE,154SFHxd967LP7cdHTVAgVe1RfkSYZBKXeEoTfhhDAiG7zv2,2880915.0,1
163egH5dubAAwbYQQ6wH3jhe8J5YV3wAiEExAvu67BAXmxyx,1F1ntmAYdB5CV24n1QyND5ugmNwfdq4hzbQYjXg23QUhigS,2861067.9199999934,1
13fy3Cniu6kCa37g9LjRqjZ99U6eEoqjH5NAZ9WXoiEhZEP,14wBHDFr367gMKbLL6dM32JgvwVZYN7d5jVAS9F3gxyKLMdo,2848245.39,1
14cbcSXoKgKMMLuXTewgvHDRw4oaBqQkPm6Q98s1U5QKQCPn,11hCczrqnGysr3M9sXRjMVgjagkP9opD8W14xUYjjJJhunt,2821376.683360256,1
16BPfNA5pVPs9KDWML4cds1dHrUxtRLeozMWqXEwHjqTn6YU,12d8kWwKSyUPeTxeeJaGLy8ANFwif13wVvrvAixPw8skEcti,2815642.043388207,1
AGG_Small_Holders_<100,15kUt2i86LHRWCkE3D9Bg1HZAoc2smhn1fwPzDERTb1BXAkX,2811883.4921293193,1756
1JVrK16XZm9vyZjHoYVPjtZ35LvTQ4oyufMoUFTFpAUhath,14ooXLY2gmiUTVym9SnKxNwEgcoikXzMEav2kiLjr7pPPHPR,2808780.229371465,1
13UVJyLnbVp9RBZYFwFGyDvVd1y27Tt8tkntv6Q7JVPhFsTB,13UVJyLnbVp9RBZYFwHYxaAHz2wUWeAdAFbgn94o6M77nAZw,2750000.0,1
1c7yPScuGhDRR6AePA74Aft7Ryt7PWnz9xH41LBXUZhuz3Y,14mr97Z7TR26zrEqH4yS2PuUx3xEKjMRzrM2FvBpbU78xoq4,2738790.466,1
1exaAg2VJRQbyUBAeXcktChCAqjVP9TUxF3zo23R2T6EGdE,12fZhWU1i1Ti44DpfY93Z4A4yYvHNfr8qZ4rGxE72hoQCYt1,2733077.6470200857,1
15WUHTF5KZPjrpo8CR2cwEoXNZyjPcDH8T9jDC7azEQ7Tgxg,14hyogTZNqGwpNhUNSXgyVQSPETkktK9cnUFto98vdBbgR7Q,2726495.0,1
13QrZfUHZMDByjFx4qJ4xNuS8Cgc81TzMbx8eMtyfEmWmMCP,14wfaNL5xvTjSzQaohJok1iX2zhJyhqcT4fRxM39Kbt5ahqS,2719851.3305705935,1
AGG_Small_Holders_<100,15cha3PespJPV8hhNxN75moq8veFZm72S7H7CohbaqB81Emi,2673062.30237372,3
13UVJyLnbVp9RBZYFwHYxaAHz2wUWeAdAFbgn94o6M77nAZw,AGG_Reaped_Accounts,2666130.0275999997,262
15j4dg5GzsL1bw2U2AWgeyAk6QTxq43V7ZPbXdAmbVLjvDCK,16BPfNA5pVPs9KDWML4cds1dHrUxtRLeozMWqXEwHjqTn6YU,2660050.8,1
